ts_start,AncillaryType,Q,PxQ,n_blocks,any_dst,P_vwap,window
2026-01-21 18:00:00,RRSPF,1731118.4,157377358.019,287,N,90.91079964201178,pre
2026-01-21 18:00:00,RRSUF,1788.3,4486.5,2,N,2.50880724710619,pre
2026-01-21 19:00:00,ECRSM,293.70000000000005,1.6340000000000001,2,N,0.0055635001702417424,pre
2026-01-21 19:00:00,ECRSS,1352801.6,139642709.325,210,N,103.22482566918902,pre
2026-01-21 19:00:00,NSPIN,1339976.8,159063127.735,181,N,118.70588187422351,pre
2026-01-21 19:00:00,NSPNM,685.0,2132.392,5,N,3.11298102189781,pre
2026-01-21 19:00:00,REGDN,1237068.6,155511479.631,335,N,125.70966527725301,pre
2026-01-21 19:00:00,REGUP,1055608.0,109378974.26200001,281,N,103.61703801221667,pre
2026-01-21 19:00:00,RRSFF,463.1,548807.481,4,N,1185.0733772403369,pre
2026-01-21 19:00:00,RRSPF,1704909.2,144482187.475,283,N,84.74479900454523,pre
2026-01-21 19:00:00,RRSUF,1792.5,4497.0,2,N,2.508786610878661,pre
2026-01-21 20:00:00,ECRSM,301.29999999999995,1.672,2,N,0.005549286425489546,pre
2026-01-21 20:00:00,ECRSS,836198.1,118991109.38599999,142,N,142.30014321486738,pre
2026-01-21 20:00:00,NSPIN,1147062.2,142426670.69,168,N,124.16647561919484,pre
2026-01-21 20:00:00,NSPNM,733.0,1464.0700000000002,5,N,1.997366984993179,pre
2026-01-21 20:00:00,REGDN,825465.1,139481602.28,305,N,168.97334881874474,pre
2026-01-21 20:00:00,REGUP,852486.0,95343264.645,268,N,111.8414433140251,pre
2026-01-21 20:00:00,RRSFF,403.1,503724.646,4,N,1249.6270057057802,pre
2026-01-21 20:00:00,RRSPF,1552862.5,124692611.668,278,N,80.29855294206666,pre
2026-01-21 20:00:00,RRSUF,1769.9,4351.6900000000005,2,N,2.4587208316854063,pre
2026-01-21 21:00:00,ECRSM,301.29999999999995,1.672,2,N,0.005549286425489546,pre
2026-01-21 21:00:00,ECRSS,832358.7999999999,110221348.20199999,150,N,132.42047564343648,pre
2026-01-21 21:00:00,NSPIN,1149353.5,142009159.28,166,N,123.55568524392191,pre
2026-01-21 21:00:00,NSPNM,379.80000000000007,336.584,3,N,0.8862137967351236,pre
2026-01-21 21:00:00,REGDN,796506.0,116091671.493,282,N,145.7511575468358,pre
2026-01-21 21:00:00,REGUP,771711.1,88453902.009,252,N,114.62048687520499,pre
2026-01-21 21:00:00,RRSFF,403.1,503561.246,4,N,1249.221647233937,pre
2026-01-21 21:00:00,RRSPF,1455218.4,115480676.942,267,N,79.35625122799438,pre
2026-01-21 21:00:00,RRSUF,1769.7,4351.200000000001,2,N,2.4587218172571625,pre
2026-01-21 22:00:00,ECRSM,297.70000000000005,1.6540000000000001,2,N,0.005555928787369835,pre
2026-01-21 22:00:00,ECRSS,740943.4,109284155.613,132,N,147.49325739725867,pre
2026-01-21 22:00:00,NSPIN,1109608.7,143296633.685,161,N,129.14159170255246,pre
2026-01-21 22:00:00,NSPNM,379.8,334.136,3,N,0.879768299104792,pre
2026-01-21 22:00:00,REGDN,684205.1,104548822.222,284,N,152.80333663400054,pre
2026-01-21 22:00:00,REGUP,732817.4,86358295.377,245,N,117.84422064350547,pre
2026-01-21 22:00:00,RRSFF,403.1,503557.978,4,N,1249.2135400645,pre
2026-01-21 22:00:00,RRSPF,1315489.8,109351688.19,257,N,83.12621518616108,pre
2026-01-21 22:00:00,RRSUF,1729.7,3819.2000000000003,2,N,2.208012950222582,pre
2026-01-21 23:00:00,ECRSM,290.1,1.6159999999999999,2,N,0.005570492933471216,pre
2026-01-21 23:00:00,ECRSS,606783.4,110473688.227,125,N,182.064453686439,pre
2026-01-21 23:00:00,NSPIN,875525.8,152751147.06399998,122,N,174.46789924865718,pre
2026-01-21 23:00:00,NSPNM,379.8,348.824,3,N,0.9184412848867826,pre
2026-01-21 23:00:00,REGDN,549140.4,89291969.358,263,N,162.6031691676664,pre
2026-01-21 23:00:00,REGUP,638921.5,89525827.991,236,N,140.12023071848418,pre
2026-01-21 23:00:00,RRSFF,403.1,503553.076,4,N,1249.2013793103447,pre
2026-01-21 23:00:00,RRSPF,1233028.9,116349889.356,233,N,94.36104000157661,pre
2026-01-21 23:00:00,RRSUF,1720.3,3884.85,2,N,2.258239841888043,pre
2026-01-22 00:00:00,ECRSM,289.20000000000005,1.6130000000000002,2,N,0.005577455048409405,fern
2026-01-22 00:00:00,ECRSS,527308.6,101680408.03199999,106,N,192.82903414053933,fern
2026-01-22 00:00:00,NSPIN,749121.2,153456962.769,104,N,204.84931245971947,fern
2026-01-22 00:00:00,NSPNM,379.8,331.688,3,N,0.8733228014744602,fern
2026-01-22 00:00:00,REGDN,513186.1,95742667.31199999,210,N,186.56519986024563,fern
2026-01-22 00:00:00,REGUP,491908.1,84842183.52,166,N,172.47567893271122,fern
2026-01-22 00:00:00,RRSFF,806.3,1309945.723,4,N,1624.6381284881559,fern
2026-01-22 00:00:00,RRSPF,746544.4,106896929.29699999,143,N,143.18897750354833,fern
2026-01-22 00:00:00,RRSUF,878.4,0.0,1,N,0.0,fern
2026-01-22 01:00:00,ECRSM,296.79999999999995,1.651,2,N,0.0055626684636118605,fern
2026-01-22 01:00:00,ECRSS,616992.3,111604067.169,113,N,180.88405182528209,fern
2026-01-22 01:00:00,NSPIN,775369.0,157243192.053,104,N,202.79788339874307,fern
2026-01-22 01:00:00,NSPNM,379.8,326.79200000000003,3,N,0.8604318062137968,fern
2026-01-22 01:00:00,REGDN,592808.7,96633232.839,217,N,163.009134041049,fern
2026-01-22 01:00:00,REGUP,698151.5,99171930.19,203,N,142.04929759514948,fern
2026-01-22 01:00:00,RRSFF,603.1,903544.906,4,N,1498.1676438401591,fern
2026-01-22 01:00:00,RRSPF,731746.1,112154738.984,125,N,153.27001945620208,fern
2026-01-22 01:00:00,RRSUF,876.7,0.0,1,N,0.0,fern
2026-01-22 02:00:00,ECRSM,296.79999999999995,1.651,2,N,0.0055626684636118605,fern
2026-01-22 02:00:00,ECRSS,712318.2000000001,122111640.415,120,N,171.428499812303,fern
2026-01-22 02:00:00,NSPIN,817452.6,162973246.921,106,N,199.36721336625513,fern
2026-01-22 02:00:00,NSPNM,379.8,323.528,3,N,0.8518378093733544,fern
2026-01-22 02:00:00,REGDN,524120.7,87788827.077,219,N,167.49734760905267,fern
2026-01-22 02:00:00,REGUP,840129.8,109894313.92999999,234,N,130.80635150663622,fern
2026-01-22 02:00:00,RRSFF,603.1,903544.906,4,N,1498.1676438401591,fern
2026-01-22 02:00:00,RRSPF,688121.8,112653280.549,111,N,163.71125075386362,fern
2026-01-22 02:00:00,RRSUF,858.2,0.0,1,N,0.0,fern
2026-01-22 03:00:00,ECRSM,296.79999999999995,1.651,2,N,0.0055626684636118605,fern
2026-01-22 03:00:00,ECRSS,824759.6,127935081.104,142,N,155.11802603328292,fern
2026-01-22 03:00:00,NSPIN,811102.2,164611725.597,105,N,202.94819271480216,fern
2026-01-22 03:00:00,NSPNM,379.8,323.528,3,N,0.8518378093733544,fern
2026-01-22 03:00:00,REGDN,340666.0,79254666.859,168,N,232.6462484045957,fern
2026-01-22 03:00:00,REGUP,739607.1,105262003.165,210,N,142.32151525451826,fern
2026-01-22 03:00:00,RRSFF,603.1,903544.906,4,N,1498.1676438401591,fern
2026-01-22 03:00:00,RRSPF,718323.4,113053752.286,118,N,157.38559023136375,fern
2026-01-22 03:00:00,RRSUF,862.3,0.0,1,N,0.0,fern
2026-01-22 04:00:00,ECRSM,289.20000000000005,1.6130000000000002,2,N,0.005577455048409405,fern
2026-01-22 04:00:00,ECRSS,826478.6,124904310.41700001,147,N,151.12830558105196,fern
2026-01-22 04:00:00,NSPIN,831831.7,162307384.918,111,N,195.12046116780596,fern
2026-01-22 04:00:00,NSPNM,379.8,324.34400000000005,3,N,0.8539863085834651,fern
2026-01-22 04:00:00,REGDN,273422.6,73278158.164,147,N,268.00329659655057,fern
2026-01-22 04:00:00,REGUP,623501.3,92145077.36600001,180,N,147.78650399926994,fern
2026-01-22 04:00:00,RRSFF,603.1,903545.723,4,N,1498.16899850771,fern
2026-01-22 04:00:00,RRSPF,818096.3,116099750.792,129,N,141.9145286343429,fern
2026-01-22 04:00:00,RRSUF,868.9,0.0,1,N,0.0,fern
2026-01-22 05:00:00,ECRSM,289.20000000000005,1.6130000000000002,2,N,0.005577455048409405,fern
2026-01-22 05:00:00,ECRSS,1128294.1,125018651.912,180,N,110.80324882670217,fern
2026-01-22 05:00:00,NSPIN,878699.2,142028464.989,125,N,161.63490872530667,fern
2026-01-22 05:00:00,NSPNM,379.8,323.528,3,N,0.8518378093733544,fern
2026-01-22 05:00:00,REGDN,411078.10000000003,89642895.701,160,N,218.06779709500458,fern
